"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","temp_id","yearRecorded","protectedArea","IUCN_CAT","OECM","protectedAreaType","GOV_TYPE","OWNER_E","IUCN_Categ","decimalLatitude","decimalLongitude"
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,16852501,,https://www.inaturalist.org/observations/16852501,Ben Keen,,,2018-09-23,2018,9,23,HUMAN_OBSERVATION,"",,,British Columbia,Canada,CA,5,,,,,,,,present,,,,,native,S4 (2012),,Ben Keen,,,,,,2062,2018,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.387405,-123.368501
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,16852501,,https://www.inaturalist.org/observations/16852501,Ben Keen,,,2018-09-23,2018,9,23,Human Observation,"",,,British Columbia,Canada,CA,5,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2073,2018,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.3874052074,-123.3685012815
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,186187653,,https://www.inaturalist.org/observations/186187653,Elora Jane,,,2023-10-03,2023,10,3,Human Observation,"",,,British Columbia,Canada,CA,18,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2114,2023,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.81343,-123.1743616667
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,186454446,,https://www.inaturalist.org/observations/186454446,Elora Jane,,,2023-10-06,2023,10,6,Human Observation,"",,,British Columbia,Canada,CA,9,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2115,2023,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.813975,-123.1751166667
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,121297185,,https://www.inaturalist.org/observations/121297185,Patrick Culbert,,,2022-06-11,2022,6,11,Human Observation,"",,,British Columbia,Canada,CA,26,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2192,2022,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.8229945584,-123.1380716106
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,122904922,,https://www.inaturalist.org/observations/122904922,Patrick Culbert,,,2022-06-11,2022,6,11,Human Observation,"",,,British Columbia,Canada,CA,,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2193,2022,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.8251,-123.137719445
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,80155074,,https://www.inaturalist.org/observations/80155074,Robyn Hanson,,,2021-05-24,2021,5,24,Human Observation,"",,,British Columbia,Canada,CA,10,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2198,2021,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.43108,-123.52333
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,81327422,,https://www.inaturalist.org/observations/81327422,Roslyn,,,2021-05-31,2021,5,31,Human Observation,"",,,British Columbia,Canada,CA,31,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2202,2021,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.8260219996,-123.1386041852
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,65059046,,https://www.inaturalist.org/observations/65059046,Sean Daniels,,,2012-10-24,2012,10,24,Human Observation,"",,,British Columbia,Canada,CA,31,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2211,2012,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.824585436,-123.1354603812
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,128340045,,https://www.inaturalist.org/observations/128340045,naturestan,,,2022-07-28,2022,7,28,Human Observation,"",,,British Columbia,Canada,CA,16,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2253,2022,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.8136466667,-123.1746216667
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,128339837,,https://www.inaturalist.org/observations/128339837,naturestan,,,2022-07-28,2022,7,28,Human Observation,"",,,British Columbia,Canada,CA,8,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2254,2022,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.8145333333,-123.17527
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,166760053,,https://www.inaturalist.org/observations/166760053,r-nar,,,2023-06-10,2023,6,10,Human Observation,"",,,British Columbia,Canada,CA,37,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2263,2023,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.8286833333,-123.1371528333
Adiantum aleuticum var. aleuticum,(Rupr.) Paris,52667,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Pteridaceae,Adiantum,,Adiantum aleuticum,aleuticum,varietas,iNaturalist,Observations,188064294,,https://www.inaturalist.org/observations/188064294,alangevin,,,2023-09-08,2023,9,8,Human Observation,"",,,British Columbia,Canada,CA,129,,,,,,,,present,,,,,native,S4 (2012),,,,,,,,2273,2023,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.7189166667,-123.0754
Agrostis scabra,Willd.,75319,Plantae,Tracheophyta,Liliopsida,Poales,,,Poaceae,Agrostis,,Agrostis scabra,,species,iNaturalist,Observations,10426228,,https://www.inaturalist.org/observations/10426228,judith holm,,,2017-06-19,2017,6,19,Human Observation,"",,,British Columbia,Canada,CA,42,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,2430,2017,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.828635,-123.136793
Allium cernuum,Roth,116364,Plantae,Tracheophyta,Liliopsida,Asparagales,,,Amaryllidaceae,Allium,,Allium cernuum,,species,UBC,UBCVascular,V219398,,93574CA7-C799-8D4A-8B31-81D85DB0F385,J. Luitjens,504.39,,1965-07-09,1965,7,9,PRESERVED_SPECIMEN,"near Brittania Beach, Shannon Falls",,,British Columbia,Canada,CA,,,,,,,,,present,,,,,native,S5 (2015),,J. Luitjens,,,,,,2603,1965,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.666667,-123.15
Allium cernuum,Roth,116364,Plantae,Tracheophyta,Liliopsida,Asparagales,,,Amaryllidaceae,Allium,,Allium cernuum,,species,CPNWH,,2475689,,249f0814-d598-4f01-a800-4425ebd40f14,J. Luitjens,V219398,,1965-07-09,1965,7,9,OCCURRENCE,"",,,British Columbia,Canada,CA,,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,2626,1965,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.666667,-123.15
Alnus alnobetula ssp. sinuata,(Ehrh.) K.Koch,939032,Plantae,Tracheophyta,Magnoliopsida,Fagales,,,Betulaceae,Alnus,,Alnus alnobetula,sinuata,subspecies,iNaturalist,Observations,226357192,,https://www.inaturalist.org/observations/226357192,judith holm,,,2024-06-29,2024,6,29,Human Observation,"",,,British Columbia,Canada,CA,4,,,,,,,,present,,,,,native,S5 (2000),,,,,,,,2870,2024,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.8326383862,-123.1904712262
Alnus alnobetula ssp. sinuata,(Ehrh.) K.Koch,939032,Plantae,Tracheophyta,Magnoliopsida,Fagales,,,Betulaceae,Alnus,,Alnus alnobetula,sinuata,subspecies,iNaturalist,Observations,223030704,,https://www.inaturalist.org/observations/223030704,Radu Scurtescu,,,2024-06-15,2024,6,15,Human Observation,"",,,British Columbia,Canada,CA,,,,,,,,,present,,,,,native,S5 (2000),,,,,,,,2894,2024,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.7883599,-123.1298240997
Alnus alnobetula ssp. sinuata,(Ehrh.) K.Koch,939032,Plantae,Tracheophyta,Magnoliopsida,Fagales,,,Betulaceae,Alnus,,Alnus alnobetula,sinuata,subspecies,iNaturalist,Observations,166952459,,https://www.inaturalist.org/observations/166952459,Rand Rudland,,,2023-06-11,2023,6,11,Human Observation,"",,,British Columbia,Canada,CA,4900,,,,,,,,present,,,,,native,S5 (2000),,,,,,,,2897,2023,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.6023162752,-123.5164569973
Alnus rubra,Bong.,56034,Plantae,Tracheophyta,Magnoliopsida,Fagales,,,Betulaceae,Alnus,,Alnus rubra,,species,iNaturalist,Observations,169722563,,https://www.inaturalist.org/observations/169722563,Fabio Mologni,,,2023-06-25,2023,6,25,Human Observation,"",,,British Columbia,Canada,CA,,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,3134,2023,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.8223639624,-123.143224977
Alnus rubra,Bong.,56034,Plantae,Tracheophyta,Magnoliopsida,Fagales,,,Betulaceae,Alnus,,Alnus rubra,,species,iNaturalist,Observations,29280349,,https://www.inaturalist.org/observations/29280349,Florence Davis,,,2019-07-21,2019,7,21,Human Observation,"",,,British Columbia,Canada,CA,,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,3135,2019,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.8282241821,-123.1395263672
Alnus rubra,Bong.,56034,Plantae,Tracheophyta,Magnoliopsida,Fagales,,,Betulaceae,Alnus,,Alnus rubra,,species,iNaturalist,Observations,4365095,,https://www.inaturalist.org/observations/4365095,judith holm,,,2014-04-28,2014,4,28,Human Observation,"",,,British Columbia,Canada,CA,103,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,3189,2014,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.8287851528,-123.1393755232
Alnus rubra,Bong.,56034,Plantae,Tracheophyta,Magnoliopsida,Fagales,,,Betulaceae,Alnus,,Alnus rubra,,species,iNaturalist,Observations,19745057,,https://www.inaturalist.org/observations/19745057,Keegan Durovich,,,2019-01-19,2019,1,19,Human Observation,"",,,British Columbia,Canada,CA,10,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,3215,2019,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.7141337628,-123.0447487627
Alnus rubra,Bong.,56034,Plantae,Tracheophyta,Magnoliopsida,Fagales,,,Betulaceae,Alnus,,Alnus rubra,,species,iNaturalist,Observations,223030560,,https://www.inaturalist.org/observations/223030560,Radu Scurtescu,,,2024-06-15,2024,6,15,Human Observation,"",,,British Columbia,Canada,CA,,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,3257,2024,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.7881646,-123.1299094
Amelanchier alnifolia,(Nutt.) Nutt. ex M. Roem.,75415,Plantae,Tracheophyta,Magnoliopsida,Rosales,,,Rosaceae,Amelanchier,,Amelanchier alnifolia,,species,UBC,UBCVascular,V80603,,36A7B438-095C-A34E-97B5-0DF7E996A00B,W. Taylor,s.n.,,1912-05-02,1912,5,2,PRESERVED_SPECIMEN,"Anvil Island",,,British Columbia,Canada,CA,,,,,,,,,present,,,,,native,S4S5 (2001),,W. Taylor,,,,,,3402,1912,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.5333329990688,-123.3
Amelanchier alnifolia,(Nutt.) Nutt. ex M. Roem.,75415,Plantae,Tracheophyta,Magnoliopsida,Rosales,,,Rosaceae,Amelanchier,,Amelanchier alnifolia,,species,iNaturalist,Observations,186464162,,https://www.inaturalist.org/observations/186464162,Elora Jane,,,2023-10-06,2023,10,6,Human Observation,"",,,British Columbia,Canada,CA,30,,,,,,,,present,,,,,native,S4S5 (2001),,,,,,,,3600,2023,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.8137383333,-123.1735833333
Aquilegia formosa,Fisch. ex DC.,48244,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,Ranunculaceae,Aquilegia,,Aquilegia formosa,,species,iNaturalist,Observations,123926137,,https://www.inaturalist.org/observations/123926137,Elora Jane,,,2022-06-28,2022,6,28,HUMAN_OBSERVATION,"",,,British Columbia,Canada,CA,16,,,,,,,,present,,,,,native,S5 (2015),,Elora Jane,,,,,,4895,2022,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.814245,-123.175995
Aquilegia formosa,Fisch. ex DC.,48244,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,Ranunculaceae,Aquilegia,,Aquilegia formosa,,species,iNaturalist,Observations,123926137,,https://www.inaturalist.org/observations/123926137,Elora Jane,,,2022-06-28,2022,6,28,Human Observation,"",,,British Columbia,Canada,CA,16,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,4923,2022,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.814245,-123.175995
Aquilegia formosa,Fisch. ex DC.,48244,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,Ranunculaceae,Aquilegia,,Aquilegia formosa,,species,iNaturalist,Observations,166955358,,https://www.inaturalist.org/observations/166955358,Rand Rudland,,,2023-06-11,2023,6,11,Human Observation,"",,,British Columbia,Canada,CA,4900,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,4965,2023,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.6023162752,-123.5164569973
Aquilegia formosa,Fisch. ex DC.,48244,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,,,Ranunculaceae,Aquilegia,,Aquilegia formosa,,species,iNaturalist,Observations,170542308,,https://www.inaturalist.org/observations/170542308,Rand Rudland,,,2023-07-01,2023,7,1,Human Observation,"",,,British Columbia,Canada,CA,4900,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,4966,2023,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.6023162752,-123.5164569973
Arbutus menziesii,Pursh,51046,Plantae,Tracheophyta,Magnoliopsida,Ericales,,,Ericaceae,Arbutus,,Arbutus menziesii,,species,iNaturalist,Observations,29181673,,https://www.inaturalist.org/observations/29181673,Katie Wright Jones,,,2019-07-18,2019,7,18,Human Observation,"",,,British Columbia,Canada,CA,5558,,,,,,,,present,,,,,native,S4? (2014),,,,,,,,5577,2019,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.3937370092,-123.3376339865
Arctostaphylos columbiana,Piper,75505,Plantae,Tracheophyta,Magnoliopsida,Ericales,,,Ericaceae,Arctostaphylos,,Arctostaphylos columbiana,,species,iNaturalist,Observations,48371084,,https://www.inaturalist.org/observations/48371084,Geric,,,2020-05-19,2020,5,19,Human Observation,"",,,British Columbia,Canada,CA,3000,,,,,,,,present,,,,,native,S4 (2014),,,,,,,,6094,2020,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.88449167,-123.1645805
Arctostaphylos uva-ursi,(L.) Spreng.,68049,Plantae,Tracheophyta,Magnoliopsida,Ericales,,,Ericaceae,Arctostaphylos,,Arctostaphylos uva-ursi,,species,iNaturalist,Observations,49902850,,https://www.inaturalist.org/observations/49902850,Sky,,,2020-05-23,2020,5,23,HUMAN_OBSERVATION,"",,,British Columbia,Canada,CA,5,,,,,,,,present,,,,,native,S5 (2015),,Sky,,,,,,6172,2020,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.821977,-123.134385
Arctostaphylos uva-ursi,(L.) Spreng.,68049,Plantae,Tracheophyta,Magnoliopsida,Ericales,,,Ericaceae,Arctostaphylos,,Arctostaphylos uva-ursi,,species,iNaturalist,Observations,111890970,,https://www.inaturalist.org/observations/111890970,pdawson9229,,,2022-04-17,2022,4,17,HUMAN_OBSERVATION,"",,,British Columbia,Canada,CA,,,,,,,,,present,,,,,native,S5 (2015),,pdawson9229,,,,,,6178,2022,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.822169,-123.135375
Arctostaphylos uva-ursi,(L.) Spreng.,68049,Plantae,Tracheophyta,Magnoliopsida,Ericales,,,Ericaceae,Arctostaphylos,,Arctostaphylos uva-ursi,,species,iNaturalist,Observations,47807329,,https://www.inaturalist.org/observations/47807329,Taylor Justason,,,2020-05-29,2020,5,29,HUMAN_OBSERVATION,"",,,British Columbia,Canada,CA,,,,,,,,,present,,,,,native,S5 (2015),,Taylor Justason,,,,,,6218,2020,Old Growth Management Areas (Mapped Legal),N/A,Yes,Old Growth Management Areas (Mapped Legal),Sub-national Government,Government of British Columbia,OECM,49.466364,-123.213958
